,Human Emotions,Emotion Value from the Video
0,Angry,19.520000000000003
1,Disgust,0.18000000000000002
2,Fear,20.75999999999998
3,Happy,15.319999999999956
4,Sad,48.93999999999998
5,Surprise,2.5599999999999907
6,Neutral,89.43000000000005
